,class_names,class_names_transformed,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
267,lutjanus_argentimaculatus,Lutjanus argentimaculatus,61250,Lutjanus argentimaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Mangrove Red Snapper,"(Forsskål, 1775)",2016,2015-03-04,LC,None,Unknown,True,False,False,"Russell, B., Carpenter, K.E., Smith-Vaniz, W.F., Lawrence, A. & Sparks, J.S.","Harvey, M., Velosoa, J., Ravelomanana, T., Raminosoa, N. & Rasoloariniaina, R",None,None,None,None,1,120,None,None,None,None
268,lutjanus_biguttatus,Lutjanus biguttatus,194393,Lutjanus biguttatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Two-spot Banded Snapper,"(Valenciennes, 1830)",2016,2015-03-04,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,3,36,None,None,None,None
269,lutjanus_bohar,Lutjanus bohar,194363,Lutjanus bohar,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Two-spot Red Snapper,"(Forsskål, 1775)",2016,2015-03-04,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,4,180,None,None,None,None
270,lutjanus_carponotatus,Lutjanus carponotatus,194384,Lutjanus carponotatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Dusky-striped Sea-perch,"(Richardson, 1842)",2019,2018-06-28,LC,None,Stable,True,False,False,"Russell, B., Carpenter, K.E., Ambuali, A., Al Buwaiqi, B., Al Abdali, F.S.H., Al Kindi, A.S.M., Borsa, P. & Govender, A.","Bullock, R.W.",None,None,None,None,2,80,None,None,None,None
271,lutjanus_decussatus,Lutjanus decussatus,155089,Lutjanus decussatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Crossbanded Snapper,"(Cuvier, 1828)",2010,2009-02-04,LC,None,Decreasing,True,False,False,"Curtis-Quick, J.","Collen, B., Richman, N., Beresford, A., Chenery, A. & Ram, M.",None,None,None,None,2,30,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
272,lutjanus_ehrenbergii,Lutjanus ehrenbergii,194407,Lutjanus ehrenbergii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Blackspot Snapper,"(Peters, 1869)",2016,2016-06-30,LC,None,Unknown,True,True,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E., Myers, R. & Sparks, J.S.","Harvey, M., Velosoa, J., Ravelomanana, T., Raminosoa, N. & Rasoloariniaina, R",None,None,None,None,1,20,None,None,None,None
273,lutjanus_erythropterus,Lutjanus erythropterus,166905,Lutjanus erythropterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Crimson Snapper,"Bloch, 1790",2019,2018-06-28,LC,None,Unknown,True,False,False,"Govender, A., Carpenter, K.E., Ambuali, A., Al Buwaiqi, B., Al Abdali, F.S.H., Al Kindi, A.S.M., Borsa, P. & Russell, B.","Bullock, R.W.",None,None,None,None,5,100,None,None,None,None
274,lutjanus_fulviflamma,Lutjanus fulviflamma,194370,Lutjanus fulviflamma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Dory Snapper,"(Forsskål, 1775)",2016,2015-03-04,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,0.5,35,None,None,None,None
275,lutjanus_fulvus,Lutjanus fulvus,194377,Lutjanus fulvus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Blacktail Snapper,"(Forster, 1801)",2016,2015-03-04,LC,None,Unknown,True,True,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,2,75,None,None,None,None
276,lutjanus_gibbus,Lutjanus gibbus,194385,Lutjanus gibbus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Humpback Red Snapper,"(Forsskål, 1775)",2016,2015-03-04,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,1,150,None,None,None,None
277,lutjanus_johnii,Lutjanus johnii,172495,Lutjanus johnii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,John's Snapper,"(Bloch, 1792)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A. & Carpenter, K.E.","Harvey, M.",None,None,None,None,0.100000001490116,80,None,None,None,None
278,lutjanus_kasmira,Lutjanus kasmira,194337,Lutjanus kasmira,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Common Bluestripe Snapper,"(Forsskål, 1775)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Lawrence, A., Myers, R., Carpenter, K.E. & Smith-Vaniz, W.F.","Harvey, M.",None,None,None,None,0.100000001490116,265,None,None,None,None
279,lutjanus_lemniscatus,Lutjanus lemniscatus,194352,Lutjanus lemniscatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Yellowstreaked Snapper,"(Valenciennes, 1828)",2019,2018-06-28,LC,None,Unknown,True,False,False,"Govender, A., Carpenter, K.E., Ambuali, A., Al Buwaiqi, B., Al Abdali, F.S.H., Al Kindi, A.S.M., Borsa, P. & Russell, B.","Bullock, R.W.",None,None,None,None,0,110,None,None,None,None
280,lutjanus_lutjanus,Lutjanus lutjanus,194335,Lutjanus lutjanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Bigeye Snapper,"Bloch, 1790",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,1,96,None,None,None,None
281,lutjanus_malabaricus,Lutjanus malabaricus,194346,Lutjanus malabaricus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Malabar Blood Snapper,"(Bloch &amp; Schneider, 1801)",2019,2018-06-28,LC,None,Unknown,True,False,False,"Carpenter, K.E., Lawrence, A., Myers, R.F., Russell, B. & Smith-Vaniz, W.F.","Harvey, M. & Bullock, R.W.",None,None,None,None,12,140,None,None,None,None
282,lutjanus_monostigma,Lutjanus monostigma,194376,Lutjanus monostigma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,One-spot Snapper,"(Cuvier, 1828)",2016,2015-03-05,LC,None,Stable,True,False,False,"Russell, B., Lawrence, A., Myers, R., Carpenter, K.E. & Smith-Vaniz, W.F.","Harvey, M.",None,None,None,None,1,60,None,None,None,None
283,lutjanus_quinquelineatus,Lutjanus quinquelineatus,194359,Lutjanus quinquelineatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Five-lined Snapper,"(Bloch, 1790)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Lawrence, A., Myers, R., Carpenter, K.E. & Smith-Vaniz, W.F.","Harvey, M.",None,None,None,None,2,40,True,"The use and trade section of the assessment stated that '<em>Lutjanus quinquelineatus&#160;</em>is the most popular mariculture fish in Southeast Asia (Senoo&#160;<em>et al.</em>&#160;2002)' this statement was incorrect, and has been removed from the assessment. In line with this change the reference 'Senoo, S., Baidya, A.P., Shapawi, R., Rahman, R.A. 2002. Egg development of namifuedai, Lutjanus rivulatus under rearing conditions. Aquaculture Science 50(4): 435-436.' has also been removed from the bibliography.",None,None
284,lutjanus_rivulatus,Lutjanus rivulatus,194356,Lutjanus rivulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Blubberlip Snapper,"(Cuvier, 1828)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Lawrence, A., Myers, R., Carpenter, K.E. & Smith-Vaniz, W.F.","Harvey, M.",None,None,None,None,1.5,100,None,None,None,None
285,lutjanus_russellii,Lutjanus russellii,194334,Lutjanus russellii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Russell's Snapper,"(Bleeker, 1849)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Lawrence, A., Myers, R., Carpenter, K.E. & Smith-Vaniz, W.F.","Harvey, M.",None,None,None,None,3,80,None,None,None,None
286,lutjanus_sebae,Lutjanus sebae,194343,Lutjanus sebae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Red Emperor Snapper,"(Cuvier, 1816)",2016,2015-03-05,LC,None,Decreasing,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,5,180,None,None,None,None
287,lutjanus_semicinctus,Lutjanus semicinctus,194398,Lutjanus semicinctus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Black-banded Snapper,"Quoy &amp; Gaimard, 1824",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,5,35,None,None,None,None
288,lutjanus_semicinctus_quoy,Lutjanus semicinctus quoy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,lutjanus_timoriensis,Lutjanus timoriensis,68398868,Lutjanus timoriensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Timor Snapper,"(Quoy &amp; Gaimard, 1824)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,10,150,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
290,lutjanus_vitta,Lutjanus vitta,194374,Lutjanus vitta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Brownstripe Red Snapper,"(Quoy &amp; Gaimard, 1824)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,10,72,None,None,None,None
291,macolor_macularis,Macolor macularis,194348,Macolor macularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Macolor,Midnight Snapper,"Fowler, 1931",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F., Lawrence, A., Carpenter, K.E. & Myers, R.","Harvey, M.",None,None,None,None,5,90,None,None,None,None
292,macolor_niger,Macolor niger,194338,Macolor niger,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Macolor,Black and White Snapper,"(Forsskål, 1775)",2016,2015-03-05,LC,None,Unknown,True,False,False,"Russell, B., Lawrence, A., Myers, R., Carpenter, K.E. & Smith-Vaniz, W.F.","Harvey, M.",None,None,None,None,3,90,None,None,None,None
293,macropharyngodon_choati,Macropharyngodon choati,187388,Macropharyngodon choati,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,Red-flecked wrasse,"Randall, 1978",2010,2009-02-21,LC,None,Unknown,True,False,False,"Craig, M.T.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,1,27,None,None,None,None
294,macropharyngodon_kuiteri,Macropharyngodon kuiteri,187414,Macropharyngodon kuiteri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,Black leopard wrasse,"Randall, 1978",2010,2009-02-19,LC,None,Unknown,True,False,False,"Craig, M.T.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,5,55,None,None,None,None
295,macropharyngodon_meleagris,Macropharyngodon meleagris,187692,Macropharyngodon meleagris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,Blackspotted wrasse,"(Valenciennes, 1839)",2010,2009-02-23,LC,None,Unknown,True,False,False,"Craig, M. & Yeeting, B.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,1,30,None,None,None,None
296,macropharyngodon_negrosensis,Macropharyngodon negrosensis,187772,Macropharyngodon negrosensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,Yellowspotted wrasse,"Herre, 1932",2010,2009-02-19,LC,None,Unknown,True,False,False,"Craig, M. & Stockwell, B.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,1,32,None,None,None,None
297,macropharyngodon_ornatus,Macropharyngodon ornatus,187768,Macropharyngodon ornatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,Ornate leopard wrasse,"Randall, 1978",2010,2009-02-23,LC,None,Unknown,True,False,False,"Craig, M.T.","Rocha, L.A. & Carpenter, K.E.",None,None,None,None,1,30,None,None,None,None
298,megalaspis_cordyla,Megalaspis cordyla,20432158,Megalaspis cordyla,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Megalaspis,Torpedo Scad,"(Linnaeus, 1758)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,1,100,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
299,meuschenia_australis,Meuschenia australis,79800594,Meuschenia australis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Meuschenia,Brownstriped Leatherjacket,"(Donovan, 1824)",2019,2017-07-17,LC,None,Unknown,True,False,False,"Matsuura, K., Motomura, H. & Khan, M.","Ralph, G.",None,None,None,None,0,30,None,None,None,None
300,meuschenia_freycineti,Meuschenia freycineti,79800624,Meuschenia freycineti,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Meuschenia,Sixspine Leatherjacket,"(Quoy &amp; Gaimard, 1824)",2019,2017-07-17,LC,None,Unknown,True,False,False,"Matsuura, K., Motomura, H. & Khan, M.","Ralph, G.",None,None,None,None,0,50,None,None,None,None
301,meuschenia_galii,Meuschenia galii,79800643,Meuschenia galii,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Meuschenia,Bluelined Leatherjacket,"(Waite, 1905)",2019,2017-07-17,LC,None,Unknown,True,False,False,"Matsuura, K., Motomura, H. & Khan, M.","Ralph, G.",None,None,None,None,1,30,None,None,None,None
302,meuschenia_hippocrepis,Meuschenia hippocrepis,155231,Meuschenia hippocrepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Meuschenia,Horse-shoe Leatherjacket,"(Quoy &amp; Gaimard, 1824)",2010,2009-01-29,LC,None,Unknown,True,False,False,"Matsuura, K., Hutchins, B., Collette, B., Nelson, J., Dooley, J., Fritzsche, R. & Carpenter, K.","Collen, B., Richman, N., Beresford, A., Chenery, A. & Ram, M.",None,None,None,None,None,120,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
303,meuschenia_scaber,Meuschenia scaber,79800670,Meuschenia scaber,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Meuschenia,Velvet Leatherjacket,"(Forster, 1801)",2019,2017-07-17,LC,None,Unknown,True,False,False,"Matsuura, K., Motomura, H. & Khan, M.","Ralph, G.",None,None,None,None,1,125,None,None,None,None
304,meuschenia_trachylepis,Meuschenia trachylepis,79800687,Meuschenia trachylepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Meuschenia,Yellowfin Leatherjacket,"(Günther, 1870)",2019,2017-07-17,LC,None,Unknown,True,False,False,"Matsuura, K., Motomura, H. & Khan, M.","Ralph, G.",None,None,None,None,0,40,None,None,None,None
305,monacanthus_chinensis,Monacanthus chinensis,70010615,Monacanthus chinensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Monacanthus,Fan-bellied Leatherjacket,"(Osbeck, 1765)",2016,2015-03-02,LC,None,Unknown,True,False,False,"Matsuura, K. & Motomura, H.","Ralph, G. & Harvey, M.",None,None,None,None,5,50,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
306,monotaxis_grandoculis,Monotaxis grandoculis,16720607,Monotaxis grandoculis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LETHRINIDAE,Monotaxis,Humpnose Big-eye Bream,"(Forsskål, 1775)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Linardich, C.",None,None,None,None,3,60,None,None,None,None
307,mugim_cephalus,Mugim cephalus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,naucrates_ductor,Naucrates ductor,190452,Naucrates ductor,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Naucrates,Pilotfish,"(Linnaeus, 1758)",2015,2013-11-07,LC,None,Stable,True,False,False,"Smith-Vaniz, W.F., Brown, J., Pina Amargos, F., Williams, J.T. & Curtis, M.","Cox, N.A.",None,None,None,None,0,150,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
309,negaprion_acutidens,Negaprion acutidens,41836,Negaprion acutidens,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Negaprion,Sharptooth Lemon Shark,"(Rüppell, 1837)",2021,2020-07-16,EN,A2bd,Decreasing,True,False,False,"Simpfendorfer, C., Derrick, D., Yuneni, R.R., Maung, A., Utzurrum, J.A.T., Seyha, L., Haque, A.B., Fahmi, Bin Ali, A.,  , D., Bineesh, K.K., Fernando, D., Tanay, D., Vo, V.Q. & Gutteridge, A.N.","Dulvy, N.K. & Rigby, C.L.",None,None,None,None,0,90,None,None,None,None
310,nemadactylus_douglasii,Nemadactylus douglasii,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,nemipterus_furcosus,Nemipterus furcosus,69539262,Nemipterus furcosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE,Nemipterus,Fork-tailed Threadfin Bream,"(Valenciennes, 1830)",2016,2015-03-03,LC,None,Unknown,True,False,False,"Russell, B., Lawrence, A. & Smith-Vaniz, W.F.","Ralph, G. & Harvey, M.",None,None,None,None,8,110,None,None,None,None
312,nemipterus_hexodon,Nemipterus hexodon,69539271,Nemipterus hexodon,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE,Nemipterus,Ornate Threadfin Bream,"(Quoy &amp; Gaimard, 1824)",2016,2015-03-03,LC,None,Unknown,True,False,False,"Russell, B., Lawrence, A. & Smith-Vaniz, W.F.","Ralph, G. & Harvey, M.",None,None,None,None,10,80,None,None,None,None
313,nemipterus_peronii,Nemipterus peronii,46087000,Nemipterus peronii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE,Nemipterus,Notchedfin Treadfin Bream,"(Valenciennes, 1830)",2016,2015-03-03,LC,None,Unknown,True,False,False,"Russell, B., Smith-Vaniz, W.F. & Lawrence, A.","Ralph, G. & Harvey, M.",None,None,None,None,17,100,None,None,None,None
314,netuma_thalassina,Netuma thalassina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,nibea_soldado,Nibea soldado,49187192,Nibea soldado,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Nibea,Green-backed Jewfish,"(Lacepède, 1802)",2020,2016-06-29,LC,None,Unknown,True,False,False,"Chao, L., Larson, H., Seah, Y.G., Wong, L., Loh, K.-H., Hadiaty, R.K., Suharti, S., Russell, B. & Shah, N.H.A.","Gorman, C.",None,None,None,None,1,10,True,"This erratum assessment was created to correct the name 'Kar-Hoe, K.H.' to 'Loh, K.-H.' in the assessment credits.",None,None
316,notolabrus_fucicola,Notolabrus fucicola,187800,Notolabrus fucicola,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Notolabrus,Yellow-saddled wrasse,"(Richardson, 1840)",2010,2008-06-12,LC,None,Stable,True,False,False,"Russell, B. & Pollard, D.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,1,90,None,None,None,None
317,notolabrus_gymnogenis,Notolabrus gymnogenis,187633,Notolabrus gymnogenis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Notolabrus,White spotted parrotfish,"(Günther, 1862)",2010,2008-06-12,LC,None,Unknown,True,False,False,"Russell, B.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,None,20,None,None,None,None
318,notolabrus_tetricus,Notolabrus tetricus,187426,Notolabrus tetricus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Notolabrus,Blue-throated parrotfish,"(Richardson, 1840)",2010,2008-06-12,LC,None,Stable,True,False,False,"Russell, B. & Pollard, D.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,None,100,None,None,None,None
319,notorynchus_cepedianus,Notorynchus cepedianus,39324,Notorynchus cepedianus,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Notorynchus,Broadnose Sevengill Shark,"(Péron, 1807)",2020,2015-02-28,VU,A2bd,Decreasing,True,False,False,"Finucci, B., Barnett, A., Cheok, J., Cotton, C.F., Kulka, D.W., Neat, F.C., Pacoureau, N., Rigby, C.L., Tanaka, S. & Walker, T.I.","Simpfendorfer, C. & Dulvy, N.K.",None,None,None,None,0,570,None,None,None,None
320,novaculichthys_taeniourus,Novaculichthys taeniourus,187441,Novaculichthys taeniourus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Novaculichthys,Olive-scribbled wrasse,"(Lacepède, 1801)",2010,2009-02-16,LC,None,Unknown,True,False,False,"Pollard, D., Yeeting, B. & Liu, M.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,1,35,None,None,None,None
321,novaculoides_macrolepidotus,Novaculoides macrolepidotus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,oedalechilus_labiosus,Oedalechilus labiosus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,ophthalmolepis_lineolatus,Ophthalmolepis lineolatus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,otolithes_ruber,Otolithes ruber,49187711,Otolithes ruber,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Otolithes,Tigertooth Croaker,"(Bloch & Schneider, 1801)",2020,2016-06-30,LC,None,Unknown,True,False,False,"Fennessy, S., Nair, R., Yeh, S.-Y., Santos, S., Janekikarn, S. & Yeh, H.-M.","Mann, B.Q.",None,None,None,None,3,100,None,None,None,None
325,oxycheilinus_bimaculatus,Oxycheilinus bimaculatus,187523,Oxycheilinus bimaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,Twospot maori wrasse,"(Valenciennes, 1840)",2010,2008-07-12,LC,None,Unknown,True,False,False,"To, A., Liu, M., Rocha, L. & Craig, M.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,2,110,None,None,None,None
326,oxycheilinus_celebicus,Oxycheilinus celebicus,187762,Oxycheilinus celebicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,Slender maori wrasse,"(Bleeker, 1853)",2010,2009-03-25,LC,None,Unknown,True,False,False,"Liu, M. & To, A.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,3,40,None,None,None,None
327,oxycheilinus_digrammus,Oxycheilinus digrammus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,oxycheilinus_unifasciatus,Oxycheilinus unifasciatus,187674,Oxycheilinus unifasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,Whiteband maori wrasse,"(Streets, 1877)",2010,2008-07-12,LC,None,Unknown,True,False,False,"Craig, M., Rocha, L. & Liu, M.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,1,161,None,None,None,None
329,oxymonacanthus_longirostris,Oxymonacanthus longirostris,70010721,Oxymonacanthus longirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Oxymonacanthus,Harlequin Filefish,"(Bloch &amp; Schneider, 1801)",2016,2015-07-05,VU,A3c,Decreasing,True,False,False,"Matsuura, K. & Motomura, H.","Ralph, G. & Harvey, M.",None,None,None,None,0,35,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
330,pagrus_auratus,Pagrus auratus,154734,Pagrus auratus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Pagrus,Snapper,"(Forster, 1801)",2014,2009-12-04,LC,None,Decreasing,True,False,False,"Carpenter, K.E., Buxton, C.D., Russell, B. & Pollard, D.","Comeros-Raynal, M.",None,None,None,None,0,300,None,None,None,None
